Zp,LR,VpVs,MR,Den,Facies
7771.58105469,20.16386223,1.73264802,20.11935616,2.37541175,1.0
7737.63183594,21.13771629,1.76403213,19.37284851,2.3959415,0.0
7690.90820312,22.26557732,1.80144227,18.45155907,2.41995072,0.0
7644.52636719,23.39888573,1.83893466,17.53017616,2.4440043,0.0
7598.48632812,24.5376339,1.87650919,16.60870361,2.46810198,0.0
7552.78759766,25.68181801,1.91416597,15.68713665,2.49224377,0.0
7514.76318359,26.65367126,1.94617069,14.91048717,2.51242876,0.0
7512.51367188,26.76226807,1.95033216,14.83928871,2.51311398,0.0
7510.00683594,26.86901855,1.95449519,14.76707458,2.51378083,0.0
7507.24267578,26.97392654,1.95865965,14.6938467,2.51442981,0.0
7504.22167969,27.07699203,1.96282566,14.61960697,2.5150609,0.0
7500.95019531,27.17819977,1.96699083,14.54441071,2.51567388,0.0
7515.49902344,27.37691498,1.97004163,14.5551815,2.51701045,0.0
7541.30517578,27.63851547,1.97243083,14.61960888,2.51882958,0.0
7567.25195312,27.89999771,1.97478127,14.68514919,2.52066803,0.0
7593.33837891,28.16135979,1.97709322,14.75180149,2.52252579,0.0
7619.56494141,28.4226017,1.97936654,14.81956577,2.52440286,0.0
7645.93017578,28.68375587,1.98160243,14.8884201,2.52629781,0.0
7621.61572266,28.47928047,1.98079777,14.80673313,2.52103209,0.0
7593.81494141,28.24194717,1.9797554,14.71510506,2.51526904,0.0
7566.07861328,28.00428963,1.9786855,14.6241188,2.50950956,0.0
7538.40625,27.76630402,1.97758818,14.53377533,2.5037539,0.0
7650.18017578,25.80419922,1.89526784,16.36459732,2.48144817,0.0
7637.45117188,25.99141121,1.90284717,16.17333221,2.48530459,0.0
7624.65283203,26.17643738,1.91039371,15.98265648,2.48903584,0.0
7611.78613281,26.35926819,1.91790748,15.79257298,2.49264193,0.0
7598.10498047,26.55064201,1.92582858,15.59200287,2.4963069,0.0
7577.78613281,26.61317253,1.93146777,15.40736294,2.49577856,0.0
7526.55664062,26.06586266,1.92612028,15.3018465,2.47556782,0.0
7476.2890625,25.5138588,1.92042065,15.20576096,2.45505333,1.0
7426.97998047,24.95723152,1.91437209,15.11904144,2.43424392,0.0
7378.77294922,24.39759064,1.90799165,15.0419445,2.4131999,1.0
7331.52099609,23.83334351,1.90126324,14.97418499,2.39186168,1.0
7305.72998047,23.43050766,1.89406431,14.98410988,2.37536097,0.0
7299.8515625,23.19708252,1.88696861,15.05637932,2.36405683,1.0
7292.86621094,22.96972466,1.88029003,15.11753654,2.35293651,1.0
7284.29101562,22.73684311,1.87371254,15.16977215,2.34143162,0.0
7274.56884766,22.51023674,1.86756706,15.2104969,2.33011746,0.0
7263.69921875,22.28990936,1.8618536,15.23970985,2.31899428,0.0
7291.29296875,22.1974678,1.85423481,15.48783588,2.32102847,0.0
7320.01708984,22.10563278,1.84645104,15.74394798,2.32331467,0.0
7348.96044922,22.01250839,1.83858645,16.00229836,2.32558894,0.0
7378.28369141,21.91758347,1.83059728,16.26432228,2.32786393,0.0
7407.99658203,21.82083511,1.82248127,16.53009796,2.33014083,0.0
7393.56884766,22.08316994,1.83417273,16.29416847,2.3459363,1.0
7345.89794922,22.61520767,1.86074793,15.68074989,2.37185907,0.0
7300.0703125,23.12664032,1.88628495,15.09105682,2.3967936,0.0
7254.26123047,23.63786316,1.91180217,14.50159359,2.42173243,0.0
7208.47070312,24.14887619,1.93729949,13.91235924,2.44667506,0.0
7162.69873047,24.65968132,1.96277702,13.32335377,2.47162199,0.0
7237.40185547,25.06898117,1.95883918,13.66955757,2.48102117,0.0
7307.64160156,25.45430374,1.95515776,13.99478912,2.48985934,1.0
7377.64111328,25.8391552,1.95152187,14.31844902,2.4986794,1.0
7447.40039062,26.22353172,1.94793153,14.64053822,2.50748134,1.0
7516.91992188,26.60743523,1.94438672,14.9610548,2.51626539,1.0
7576.77832031,26.80135727,1.93755507,15.30495739,2.52157807,0.0
7539.69042969,25.02111816,1.89576685,15.91764355,2.49095345,1.0
7502.83642578,23.24312592,1.85398972,16.53098106,2.46036243,1.0
7466.20605469,21.46714973,1.81221926,17.1450119,2.42980146,1.0
7429.79589844,19.69307709,1.77045298,17.75976181,2.39926863,0.0
7393.60546875,17.92091179,1.72869098,18.37522888,2.3687644,0.0
7376.30175781,16.91910744,1.70420182,18.74666023,2.34891963,1.0
7410.81933594,18.0650177,1.72808015,18.43144989,2.35917068,1.0
7445.22558594,19.20454216,1.75180817,18.11859512,2.36935329,1.0
7479.52148438,20.33769226,1.7753861,17.8080883,2.37946773,1.0
7513.70605469,21.46448135,1.79881454,17.4999218,2.38951445,1.0
7547.09570312,22.56233788,1.82162356,17.20027733,2.39929128,1.0
7545.20214844,22.66452599,1.82414722,17.13499832,2.39927888,1.0
7514.20117188,21.94993973,1.81005919,17.2607708,2.39124441,0.0
7483.34033203,21.24276733,1.79614449,17.38388062,2.38328934,0.0
7452.61914062,20.54301453,1.78240311,17.50432777,2.37541389,1.0
7422.75244141,19.86680031,1.76915073,17.61938667,2.36779952,1.0
7393.01855469,19.19772148,1.75606537,17.73187256,2.36026239,1.0
7402.59960938,18.98278427,1.74954903,17.91075516,2.35802293,1.0
7430.60253906,18.97658539,1.74601316,18.12277222,2.35824656,1.0
7458.40527344,18.96533966,1.74238193,18.3358078,2.35844231,1.0
7486.16894531,18.94896317,1.73863375,18.5511055,2.35861111,1.0
7513.73193359,18.92751694,1.73478985,18.76742744,2.35875201,1.0
7541.09375,18.90100098,1.73084998,18.98477554,2.35886502,1.0
7577.29980469,19.09150696,1.73088825,19.16568756,2.36146426,1.0
7616.70361328,19.35822296,1.73231435,19.33445549,2.36493087,1.0
7656.61816406,19.62858582,1.73376524,19.50530052,2.3684423,1.0
7696.69238281,19.90016556,1.73522699,19.67674828,2.37196779,1.0
7736.92529297,20.17296219,1.73669946,19.84879875,2.37550759,1.0
7777.32226562,20.4470768,1.73818469,20.02143097,2.37906194,1.0
7742.26757812,21.36614418,1.76839089,19.29394341,2.39906454,0.0
7693.85595703,22.42459297,1.8043592,18.39451027,2.42242002,0.0
7645.51611328,23.4863739,1.84039938,17.49394608,2.44577503,0.0
7597.24755859,24.55148697,1.87651157,16.59225273,2.46912956,0.0
7549.05126953,25.61993599,1.91269565,15.68942928,2.49248338,0.0
7509.32080078,26.52855682,1.94336784,14.93126965,2.5119381,0.0
7510.4453125,26.64393234,1.94690824,14.88227081,2.5123558,0.0
7511.22900391,26.75661469,1.950441,14.83204746,2.51273704,0.0
7511.671875,26.86660004,1.95396602,14.78059959,2.51308179,0.0
7511.77294922,26.9738903,1.95748341,14.72792721,2.51338959,0.0
7511.54345703,27.07849884,1.96099114,14.67409706,2.51366234,0.0
7524.68652344,27.281360630000002,1.96452725,14.6721487,2.51447177,0.0
7546.61279297,27.54933739,1.96810091,14.70398712,2.51567078,0.0
7568.93701172,27.81885719,1.97162867,14.73806858,2.51691413,0.0
7591.65917969,28.08992004,1.97511077,14.77439213,2.51820159,0.0
7614.77978516,28.36252594,1.9785471,14.81295967,2.51953316,0.0
7638.28564453,28.63664246,1.98193967,14.85369015,2.52090812,0.0
7610.90576172,28.46225357,1.98293567,14.73418999,2.51556182,0.0
7579.82714844,28.25527382,1.98375666,14.6030302,2.50973463,0.0
7548.61669922,28.04707336,1.98456812,14.47147846,2.50389743,0.0
7517.27490234,27.83765221,1.98537016,14.33953476,2.49805045,0.0
7727.47021484,24.64983177,1.84909439,17.53479576,2.41752672,0.0
7703.54882812,25.22854424,1.86986089,17.06142807,2.43821907,0.0
7679.80615234,25.79973221,1.89038908,16.59321594,2.45860481,0.0
7656.24267578,26.363391880000002,1.91067886,16.1301651,2.47868371,0.0
7631.50195312,26.95284462,1.93192387,15.64518166,2.49962187,0.0
7596.76269531,27.35104942,1.95004022,15.18362236,2.5144887,0.0
7513.93652344,26.86609268,1.95407248,14.81600285,2.50152826,0.0
7432.20166016,26.37806129,1.95776546,14.45793533,2.4882884,1.0
7351.55810547,25.88694,1.96111846,14.10942554,2.47477365,0.0
7272.23974609,25.39413261,1.96412098,13.77149963,2.46102285,1.0
7194.00976562,24.89824677,1.96678448,13.44310474,2.44699764,1.0
7175.12255859,24.43338966,1.95646429,13.53386307,2.42958045,0.0
7213.73925781,24.00723457,1.93379784,14.0264883,2.40916944,1.0
7250.9921875,23.58823204,1.91164207,14.50559139,2.38901544,1.0
7288.77246094,23.15453339,1.88885295,14.99577522,2.36807203,0.0
7325.13867188,22.72824097,1.86659312,15.47194576,2.34739494,0.0
7360.09033203,22.30935669,1.84486282,15.93410015,2.32698464,0.0
7369.22363281,22.25848007,1.84168887,16.02642059,2.32757258,0.0
7378.42138672,22.21193314,1.83868599,16.11710739,2.32856607,0.0
7388.11523438,22.16296196,1.83551908,16.2126236,2.32955813,0.0
7398.35888672,22.1112957,1.83217049,16.31351089,2.33055425,0.0
7409.15625,22.05694199,1.82863975,16.41978455,2.33155465,0.0
7382.74609375,22.33141518,1.84342539,16.09098816,2.34624457,1.0
7328.21337891,22.85341072,1.87199807,15.43383503,2.37118769,0.0
7275.81201172,23.35514259,1.8994416,14.80227852,2.39518023,0.0
7223.45166016,23.85667038,1.92685258,14.17109871,2.4191761,0.0
7171.13134766,24.35799217,1.95423102,13.5402956,2.44317532,0.0
7118.85205078,24.85910797,1.98157704,12.90987015,2.46717787,0.0
7212.82763672,25.37292671,1.97609055,13.34696293,2.47858191,0.0
7301.13037109,25.85667229,1.97097266,13.75715065,2.48929667,1.0
7389.07128906,26.33983994,1.96592891,14.16490936,2.49997711,1.0
7476.64990234,26.82242966,1.96095955,14.57023907,2.51062393,1.0
7563.86621094,27.30443954,1.95606446,14.97313881,2.52123666,1.0
7639.03125,27.57831955,1.94790339,15.39054298,2.52812839,0.0
7593.91894531,25.69230652,1.90469825,15.99423122,2.4966743,1.0
7549.12255859,23.8100605,1.86152422,16.59843445,2.46526313,1.0
7504.62792969,21.93130875,1.81837666,17.20318604,2.43389106,1.0
7460.4296875,20.055933,1.7752533,17.8085022,2.4025557,0.0
7416.52783203,18.18393898,1.73215413,18.41438484,2.37125754,0.0
7392.28857422,17.10334015,1.7067107,18.7720356,2.35093188,1.0
7422.23193359,18.22767448,1.73065329,18.43355942,2.36154842,1.0
7452.06689453,19.34319115,1.75438559,18.09867668,2.37207532,1.0
7481.79443359,20.44991875,1.77790821,17.76737976,2.38251328,1.0
7511.41308594,21.54790878,1.8012228,17.43963242,2.39286304,1.0
7540.33105469,22.61516571,1.8238616,17.12201309,2.40291595,1.0
7541.07568359,22.75292587,1.82691443,17.05846214,2.40375519,1.0
7518.56933594,22.13110733,1.81399941,17.20083809,2.39707661,0.0
7496.14697266,21.51784325,1.80129468,17.33957291,2.39049602,0.0
7473.80957031,20.91313171,1.78880036,17.4746685,2.38401318,1.0
7452.07421875,20.33081436,1.77680135,17.60308266,2.37777638,1.0
7430.42236328,19.75676918,1.76500547,17.7279892,2.37163496,1.0
7438.94335938,19.52488708,1.75818479,17.90779495,2.36904478,1.0
7461.64501953,19.44912338,1.75358713,18.11574364,2.36809015,1.0
7484.23632812,19.36925888,1.74890494,18.32491112,2.36711454,1.0
7506.84912109,19.28480911,1.74411047,18.53652191,2.36611152,1.0
7529.3515625,19.19623947,1.73923087,18.74935913,2.36508751,1.0
7551.74316406,19.10354996,1.73426628,18.96342087,2.36404204,1.0
7584.85498047,19.27802849,1.73425853,19.12906456,2.3660481,1.0
7621.66357422,19.54383659,1.73594487,19.27838135,2.36909819,1.0
7658.81689453,19.81116867,1.73762822,19.42955208,2.37217259,1.0
7695.98583984,20.0776062,1.73929226,19.58127403,2.37524366,1.0
7733.17138672,20.34314728,1.74093699,19.7335434,2.37831187,1.0
7770.38037109,20.60795021,1.74256516,19.886343,2.3813777,1.0
7734.98095703,21.48146629,1.77170455,19.17929077,2.40106869,0.0
7686.84179688,22.48902702,1.80639887,18.30776787,2.42414832,0.0
7638.93554688,23.5018692,1.84118819,17.43537903,2.44724393,0.0
7591.26269531,24.51999283,1.87607229,16.56212616,2.47035551,0.0
7543.82324219,25.54340363,1.91105139,15.68801022,2.49348307,0.0
7505.89746094,26.42060852,1.94063973,14.95960522,2.51279449,0.0
7513.31494141,26.56265068,1.94357038,14.94488144,2.51339769,0.0
7520.26367188,26.70103645,1.94649136,14.92845821,2.51395035,0.0
7526.74414062,26.83576012,1.94940281,14.91033554,2.51445222,0.0
7532.75585938,26.96682358,1.9523046,14.890512470000001,2.51490355,0.0
7538.30957031,27.09424973,1.95519495,14.86906052,2.51530576,0.0
7547.90576172,27.28695679,1.95926392,14.84520435,2.51544189,0.0
7560.65039062,27.52505684,1.96407223,14.82225704,2.515481,0.0
7573.82958984,27.76474953,1.96882832,14.80180073,2.51556993,0.0
7587.44335938,28.00603294,1.97353196,14.7838335,2.51570916,0.0
7601.49169922,28.24890709,1.97818339,14.76835728,2.5158987,0.0
7615.96435547,28.49337006,1.98278499,14.7552948,2.5161376,0.0
7589.46875,28.36266708,1.98508644,14.62102413,2.51092696,0.0
7559.97021484,28.20467377,1.9872241,14.47775555,2.50532722,0.0
7530.34375,28.04563522,1.98935699,14.33403778,2.49972153,0.0
7500.58886719,27.88555145,1.991485,14.18986988,2.49410939,0.0
7689.63427734,24.64820671,1.85611558,17.24735451,2.39877295,0.0
7650.47119141,25.23251343,1.88156688,16.65830231,2.42105174,0.0
7611.35986328,25.81723785,1.90699911,16.06940651,2.4433291,0.0
7572.29980469,26.40237808,1.93241215,15.4806633,2.46560526,0.0
7530.91699219,27.02317238,1.95934033,14.85645962,2.48921061,0.0
7485.60351562,27.46355629,1.98180485,14.2954483,2.50736713,0.0
7421.14794922,27.03777313,1.98299205,14.03584957,2.49940944,0.0
7356.55859375,26.6121788,1.98421526,13.77510262,2.49142647,1.0
7291.84619141,26.18679237,1.9854722,13.51328468,2.48342013,0.0
7227.20117188,25.76284409,1.98675859,13.25117207,2.47541404,1.0
7162.43408203,25.3391037,1.98807859,12.98799229,2.46738458,1.0
7147.79248047,24.94145775,1.97867894,13.07797241,2.45618129,0.0
7183.19433594,24.57076645,1.95859885,13.5201416,2.44179988,1.0
7218.36621094,24.20141983,1.93860447,13.95995235,2.42738914,1.0
7255.20166016,23.81344032,1.91761816,14.42113495,2.4121685,0.0
7291.80273438,23.4268322,1.8967191,14.879911419999999,2.39691663,0.0
7328.16894531,23.04159546,1.87590742,15.33628178,2.38163352,0.0
7322.85498047,23.062006,1.87766004,15.28756237,2.38267565,0.0
7317.37304688,23.08635902,1.87960625,15.23567581,2.38385153,0.0
7312.55712891,23.10671043,1.88130033,15.1906414,2.38483834,0.0
7308.37548828,23.12319756,1.88275361,15.15216064,2.38564372,0.0
7304.81054688,23.13588715,1.88397193,15.12007427,2.38627434,0.0
7287.51269531,23.33135796,1.89419425,14.89677811,2.39467621,1.0
7258.89208984,23.66795349,1.91151333,14.52062988,2.40911222,0.0
7230.52685547,23.99417686,1.92843771,14.15153122,2.42312551,0.0
7201.29882812,24.32309723,1.94564009,13.77483559,2.43728423,0.0
7171.20947266,24.65471077,1.96312034,13.39054489,2.45158863,0.0
7140.25830078,24.9890213,1.98087859,12.99866009,2.46603847,0.0
7215.10058594,25.36893845,1.9755162,13.36080074,2.47506928,0.0
7285.99609375,25.73164558,1.97050798,13.70241165,2.48375535,1.0
7357.23193359,26.09866142,1.96553898,14.0443573,2.49261522,1.0
7428.80859375,26.46998787,1.9606092,14.38663578,2.50164938,1.0
7500.72607422,26.84562492,1.95571876,14.72924614,2.51085782,1.0
7563.96386719,27.0748558,1.94857621,15.08048344,2.5174489,0.0
7538.56835938,25.87445259,1.92043459,15.48860836,2.49890041,1.0
7513.37792969,24.67683029,1.89232302,15.89690304,2.48038292,1.0
7488.39404297,23.48194313,1.86424017,16.30539894,2.4618957,1.0
7463.61669922,22.28972816,1.83618414,16.71412659,2.44343829,0.0
7439.04541016,21.10018539,1.80815506,17.12308502,2.4250102,0.0
7422.36083984,20.24212456,1.78742957,17.42620277,2.41026878,1.0
7427.61523438,20.32805061,1.78768456,17.42391968,2.406353,1.0
7432.79541016,20.40738678,1.78778362,17.42437553,2.4023757,1.0
7437.89990234,20.48016167,1.78772831,17.42753792,2.3983376,1.0
7442.92382812,20.54624367,1.7875154,17.43344688,2.39423704,1.0
7447.76855469,20.60417938,1.7871455,17.44205284,2.39015245,1.0
7453.45410156,20.71593285,1.78860927,17.42855835,2.38887048,1.0
7459.92236328,20.88062859,1.7917918,17.39321709,2.39000249,0.0
7466.43896484,21.05085564,1.79510689,17.35547829,2.39119935,0.0
7473.00390625,21.22661018,1.79855454,17.31534195,2.39246106,1.0
7479.46240234,21.40358162,1.80204904,17.27383423,2.39375615,1.0
7485.97509766,21.58617401,1.80567789,17.22992706,2.39511681,1.0
7491.06298828,21.36174583,1.79921412,17.37984657,2.39213848,1.0
7495.43798828,20.9413929,1.78789985,17.62285042,2.38708019,1.0
7499.78759766,20.51950073,1.77655458,17.86643028,2.38201809,1.0
7504.13769531,20.09362221,1.7651124,18.11199951,2.37692261,1.0
7508.46337891,19.66620255,1.7536391,18.35814667,2.37182307,1.0
7512.76367188,19.23724556,1.74213493,18.60486984,2.36671972,1.0
7535.91748047,19.25685883,1.73949623,18.7716732,2.36689448,1.0
7565.47753906,19.42866516,1.73986769,18.91142654,2.36885834,1.0
7595.25439453,19.60046196,1.74021471,19.05282974,2.37082195,1.0
7624.98535156,19.77069283,1.74053323,19.19465828,2.37276793,1.0
7654.67089844,19.93935966,1.74082327,19.33691216,2.37469649,1.0
7684.31738281,20.10658646,1.74108684,19.47957993,2.37660837,1.0
7663.17773438,21.06922531,1.77056825,18.8365593,2.39742947,0.0
7633.28710938,22.19825363,1.8058753,18.04348183,2.42204666,0.0
7603.58789062,23.33155823,1.84125912,17.24972725,2.44667768,0.0
7574.08105469,24.46913719,1.87671983,16.45529556,2.47132206,0.0
7544.76513672,25.61098862,1.91225731,15.66018772,2.49598026,0.0
7520.32421875,26.57027435,1.94214225,14.99382591,2.51629972,0.0
7518.61621094,26.61975098,1.94415438,14.95717812,2.51533818,0.0
7516.55224609,26.66662979,1.94616544,14.91915512,2.51433802,0.0
7514.13378906,26.71091461,1.94817555,14.87975788,2.51329899,0.0
7511.35986328,26.75260353,1.95018482,14.8389864,2.5122208600000002,0.0
7508.24072266,26.79171944,1.95219135,14.79690742,2.51110578,0.0
7512.44287109,26.95534515,1.9566443,14.74660015,2.51032925,0.0
7521.56396484,27.19900322,1.96261573,14.6926527,2.50979352,0.0
7531.01074219,27.4437561,1.96854448,14.64061546,2.50929642,0.0
7540.78320312,27.68959999,1.97443056,14.59048557,2.50883746,0.0
7550.88037109,27.9365387,1.9802742,14.54226303,2.50841665,0.0
7561.29492188,28.18454742,1.98607647,14.49589443,2.50803399,0.0
7545.24023438,28.15163612,1.98913229,14.39151669,2.50397158,0.0
7527.24169922,28.09819221,1.99198771,14.28282166,2.49964905,0.0
7509.15820312,28.04385948,1.99483299,14.1739254,2.49532485,0.0
7490.98974609,27.98864365,1.99766803,14.06482983,2.49099922,0.0
7640.84814453,24.7930336,1.86948681,16.80319977,2.39198542,0.0
7587.74316406,25.33076668,1.89775205,16.13456917,2.4134438,0.0
7534.55029297,25.86809158,1.92601418,15.46546841,2.43488812,0.0
7481.26953125,26.40501213,1.9542731,14.79589939,2.45631862,0.0
7424.69140625,26.97379875,1.98422849,14.08555889,2.47901702,0.0
7371.58496094,27.37893867,2.00824404,13.48466778,2.49696207,0.0
7335.52490234,27.0020771,2.00381947,13.4102869,2.4921937,0.0
7299.47119141,26.625446320000002,1.99939966,13.33582115,2.48741746,1.0
7263.42333984,26.24905205,1.99498546,13.26126289,2.48263383,0.0
7227.48632812,25.87398338,1.99058914,13.18683434,2.47785687,1.0
7191.5546875,25.49914932,1.98619831,13.11231422,2.47307277,1.0
7178.10302734,25.20812607,1.9793793,13.15962696,2.46857905,0.0
7187.10839844,25.00130272,1.97014964,13.32841969,2.46437645,1.0
7196.08935547,24.79523277,1.96094871,13.49665356,2.46016717,1.0
7205.53027344,24.57879639,1.95128071,13.6734066,2.45572162,0.0
7214.95019531,24.36311531,1.94164097,13.84961891,2.45126796,0.0
7224.34814453,24.14819145,1.93202937,14.02529049,2.44680667,0.0
7221.41650391,24.18625069,1.9338994,13.98502445,2.44717526,0.0
7218.20507812,24.22742081,1.93595076,13.94118977,2.44756842,0.0
7214.96875,24.26660728,1.93795121,13.89818001,2.44789052,0.0
7211.68945312,24.304039,1.93991208,13.85575199,2.4481442,0.0
7208.37255859,24.33973122,1.94183302,13.81393242,2.44832993,0.0
7203.05517578,24.41811752,1.94573236,13.73626328,2.45002151,1.0
7196.30712891,24.53066826,1.95116186,13.63111115,2.45292711,0.0
7189.8671875,24.64037704,1.95641541,13.52960014,2.45577741,0.0
7183.48095703,24.75164032,1.96170282,13.42768097,2.45868921,0.0
7177.14746094,24.86445999,1.96702409,13.32535458,2.46166253,0.0
7170.86816406,24.97883415,1.97237921,13.22262192,2.46469712,0.0
7222.83496094,25.09288597,1.96444488,13.54715443,2.46692681,0.0
7271.33886719,25.20630455,1.95722985,13.8465004,2.46928406,1.0
7319.33740234,25.32538986,1.95027769,14.13923454,2.47189045,1.0
7366.83154297,25.45014763,1.94358826,14.42535496,2.47474527,1.0
7413.81982422,25.58057213,1.9371618,14.70486069,2.47784925,1.0
7455.921875,25.69373131,1.9313103,14.95694351,2.48107433,0.0
7453.48779297,25.56778145,1.92845905,15.00047112,2.48302078,1.0
7451.81787109,25.43361282,1.92519832,15.05382347,2.48473859,1.0
7450.90429688,25.29150391,1.92153728,15.11680603,2.48623729,1.0
7450.74609375,25.14149284,1.91747761,15.18938541,2.48751903,0.0
7451.34277344,24.98358154,1.91301918,15.27156448,2.48858356,0.0
7446.38134766,24.47505188,1.89972901,15.48857212,2.48275542,1.0
7424.52636719,23.06246185,1.86423028,16.03426552,2.45903301,1.0
7402.12402344,21.64850998,1.8288157,16.57659531,2.43525195,1.0
7379.17285156,20.23326302,1.79348755,17.11551666,2.41141295,1.0
7355.67382812,18.81652069,1.7582401,17.65114021,2.38751411,1.0
7332.10058594,17.4262619,1.72376621,18.17295456,2.36403012,1.0
7343.02880859,17.49114799,1.72288609,18.22238922,2.3601892,1.0
7383.18896484,18.77128029,1.74998176,17.88040543,2.37273574,0.0
7423.70751953,20.0600872,1.77726185,17.53672409,2.38534641,0.0
7464.58349609,21.35756683,1.80472624,17.19134903,2.39802146,1.0
7504.85107422,22.63332939,1.83173287,16.85229683,2.41046405,1.0
7545.47851562,23.91784668,1.8589251,16.51152611,2.42297316,1.0
7545.67919922,23.73450279,1.85393345,16.6036644,2.42016053,1.0
7526.35986328,22.8417511,1.83337784,16.90515137,2.40995169,1.0
7506.74169922,21.93582916,1.81252003,17.21098709,2.39960623,1.0
7486.70996094,21.0114193,1.79123712,17.52297401,2.38906384,1.0
7466.37792969,20.07375908,1.7696501,17.8393383,2.37838435,1.0
7445.74560547,19.12284851,1.74775887,18.16008568,2.3675673,1.0
7455.59472656,18.88745689,1.74050343,18.35207176,2.36513186,1.0
7476.31884766,18.91012383,1.73852706,18.49672127,2.3657105,1.0
7497.76220703,18.95027542,1.7369045,18.63800621,2.3665657,1.0
7519.11523438,18.98851204,1.73524904,18.77956963,2.36738944,1.0
7540.37792969,19.02483559,1.73356068,18.92140961,2.36818194,1.0
7561.55273438,19.05930519,1.73184061,19.06352043,2.36894321,1.0
7563.11376953,20.22972679,1.76339078,18.48941994,2.39162683,0.0
7561.66259766,21.62716293,1.80146718,17.77902412,2.41865206,0.0
7560.30810547,23.02718735,1.83959341,17.06807137,2.44568348,0.0
7559.05029297,24.429798130000002,1.87776947,16.35656166,2.47272086,0.0
7557.88916016,25.83499336,1.91599548,15.64449596,2.49976444,0.0
7552.99316406,26.97755623,1.94784927,15.03599167,2.52154756,0.0
7528.78076172,26.82292366,1.94840789,14.93244934,2.5175221,0.0
7504.38330078,26.66722679,1.9489764,14.82805061,2.51347542,0.0
7479.80078125,26.51047134,1.94955504,14.72279453,2.50940776,0.0
7455.03369141,26.3526535,1.95014358,14.61668301,2.50531912,0.0
7430.09228516,26.19381523,1.95074081,14.50977993,2.5012114,0.0
7429.76611328,26.31267929,1.95484579,14.44757462,2.4996202,0.0
7444.59814453,26.60268593,1.96111357,14.41283798,2.49955893,0.0
7459.61669922,26.89315605,1.96735108,14.37926579,2.49952054,0.0
7474.82128906,27.18408775,1.97355831,14.34685421,2.49950504,0.0
7490.21142578,27.47547913,1.97973537,14.31560516,2.49951243,0.0
7505.78076172,27.76728249,1.98588216,14.28548908,2.49954247,0.0
7500.60644531,27.83809853,1.98976898,14.21118832,2.49678898,0.0
7493.93212891,27.89268875,1.99348271,14.133811,2.4938426,0.0
7487.21337891,27.94649506,1.99717987,14.05648899,2.49089885,0.0
7480.45068359,27.99951553,2.00086021,13.97922516,2.48795748,0.0
7604.26123047,24.61574364,1.87120366,16.61242104,2.38662219,0.0
7552.30517578,25.181633,1.90045667,15.93951035,2.40862799,0.0
7500.22998047,25.74699211,1.92971516,15.26596546,2.430619,0.0
7448.03564453,26.31182671,1.95897925,14.59178734,2.45259476,0.0
7392.5859375,26.91005707,1.99000633,13.87647152,2.47587156,0.0
7341.93945312,27.34687424,2.01478457,13.27901649,2.49451971,0.0
7314.91162109,27.01296425,2.00959086,13.24945831,2.49106503,0.0
7287.96777344,26.67933655,2.00438452,13.22037506,2.48761415,1.0
7261.109375,26.34600258,1.9991653,13.19176674,2.48416781,0.0
7234.41357422,26.01392174,1.99394858,13.16371727,2.48073602,1.0
7207.80273438,25.68213463,1.98871911,13.13614178,2.47730851,1.0
7192.22070312,25.43540573,1.98370063,13.1464529,2.4748373,0.0
7187.6015625,25.27366829,1.97890902,13.19421005,2.47331429,1.0
7182.98046875,25.11212349,1.9741261,13.24185276,2.47178507,1.0
7178.10205078,24.94210052,1.96909702,13.2918911,2.47016525,0.0
7173.22216797,24.77227783,1.96407676,13.34181499,2.468539,0.0
7168.33984375,24.60265732,1.95906544,13.39162445,2.46690631,0.0
7173.06396484,24.64574051,1.95942593,13.40412712,2.46655321,0.0
7177.70068359,24.69184303,1.9599191,13.41448879,2.46618915,0.0
7182.03857422,24.73661041,1.96043932,13.42335987,2.46579146,0.0
7186.10302734,24.78030014,1.96098912,13.43080044,2.46535802,0.0
7189.90722656,24.82297325,1.9615674,13.43687057,2.46489024,0.0
7189.03759766,24.86322021,1.96327102,13.41048145,2.46426439,1.0
7185.14013672,24.90340805,1.96576071,13.36230564,2.46357274,0.0
7181.78271484,24.94343948,1.96810496,13.31809139,2.46294618,0.0
7178.828125,24.98492432,1.97039878,13.27604675,2.4623611,0.0
7176.27685547,25.02786636,1.9726423,13.23617172,2.46181703,0.0
7174.12841797,25.07226181,1.97483528,13.19846725,2.46131396,0.0
7218.71875,25.10134506,1.9659605,13.51051331,2.460711,0.0
7260.01367188,25.13450623,1.95791709,13.79629707,2.46041369,1.0
7300.53710938,25.17318726,1.9501977,14.07359219,2.46037912,1.0
7340.28955078,25.21739006,1.94280243,14.34239769,2.46060658,1.0
7379.27099609,25.26711464,1.93573129,14.60271358,2.46109653,1.0
7414.66992188,25.33894348,1.93010366,14.82567787,2.46257973,0.0
7421.73632812,25.58346367,1.93591893,14.75498581,2.47170138,1.0
7429.71386719,25.81968307,1.94128036,14.69525909,2.48055983,1.0
7438.58740234,26.04778862,1.94619691,14.64628506,2.48916364,1.0
7448.35205078,26.26783562,1.95067072,14.60800743,2.49751544,0.0
7459.00878906,26.47982597,1.95470202,14.58042431,2.50561547,0.0
7460.03515625,26.11845207,1.9444195,14.76853466,2.5034883,1.0
7432.39990234,24.23941803,1.89696479,15.50397396,2.47425914,1.0
