Well,PHIE,SWE,Reservoir
Demo_Well_4,0.14276,0.36475,MECURY
Demo_Well_4,0.14939,0.36475,MECURY
Demo_Well_4,0.15305,0.36475,MECURY
Demo_Well_4,0.15919,0.36181,MECURY
Demo_Well_4,0.16025,0.36181,MECURY
Demo_Well_4,0.1559,0.36181,MECURY
Demo_Well_4,0.14871,0.36181,MECURY
Demo_Well_4,0.13704,0.36813,MECURY
Demo_Well_4,0.13814,0.36813,MECURY
Demo_Well_4,0.14902,0.36813,MECURY
Demo_Well_4,0.15041,0.36515,MECURY
Demo_Well_4,0.14892,0.36515,MECURY
Demo_Well_4,0.14538,0.36515,MECURY
Demo_Well_4,0.1442,0.36638,MECURY
Demo_Well_4,0.14639,0.36638,MECURY
Demo_Well_4,0.14759,0.36638,MECURY
Demo_Well_4,0.14466,0.36638,MECURY
Demo_Well_4,0.13495,0.39127,MECURY
Demo_Well_4,0.1104,0.39127,MECURY
Demo_Well_4,0.08591,1.0,MECURY
Demo_Well_4,0.11659,1.0,MECURY
Demo_Well_4,0.13246,0.36963,MECURY
Demo_Well_4,0.1413,0.36963,MECURY
Demo_Well_4,0.145,0.36963,MECURY
Demo_Well_4,0.14765,0.36675,MECURY
Demo_Well_4,0.14616,0.36675,MECURY
Demo_Well_4,0.14421,0.36675,MECURY
Demo_Well_4,0.14566,0.36675,MECURY
Demo_Well_4,0.1494,0.36568,MECURY
Demo_Well_4,0.14886,0.36568,MECURY
Demo_Well_4,0.1476,0.36568,MECURY
Demo_Well_4,0.14708,0.36759,MECURY
Demo_Well_4,0.14563,0.36759,MECURY
Demo_Well_4,0.14115,0.36759,MECURY
Demo_Well_4,0.1402,0.36969,MECURY
Demo_Well_4,0.14574,0.36969,MECURY
Demo_Well_4,0.14596,0.36969,MECURY
Demo_Well_4,0.13011,0.36969,MECURY
Demo_Well_4,0.10074,0.45488,MECURY
Demo_Well_4,0.11287,0.40934,MECURY
Demo_Well_4,0.1332,0.37869,MECURY
Demo_Well_4,0.13874,0.37164,MECURY
Demo_Well_4,0.13907,0.37164,MECURY
Demo_Well_4,0.14062,0.36973,MECURY
Demo_Well_4,0.14092,0.36973,MECURY
Demo_Well_4,0.14141,0.36973,MECURY
Demo_Well_4,0.14225,0.36761,MECURY
Demo_Well_4,0.14362,0.36761,MECURY
Demo_Well_4,0.14839,0.36761,MECURY
Demo_Well_4,0.14852,0.36761,MECURY
Demo_Well_4,0.14934,0.36656,MECURY
Demo_Well_4,0.14776,0.36656,MECURY
Demo_Well_4,0.14784,0.36656,MECURY
Demo_Well_4,0.15218,0.36621,MECURY
Demo_Well_4,0.15175,0.36621,MECURY
Demo_Well_4,0.14937,0.36621,MECURY
Demo_Well_4,0.14431,0.36621,MECURY
Demo_Well_4,0.14483,0.36897,MECURY
Demo_Well_4,0.14377,0.36897,MECURY
Demo_Well_4,0.14223,0.36897,MECURY
Demo_Well_4,0.14297,0.36955,MECURY
Demo_Well_4,0.14423,0.36955,MECURY
Demo_Well_4,0.1409,0.36955,MECURY
Demo_Well_4,0.12646,0.42742,MECURY
Demo_Well_4,0.0998,0.42742,MECURY
Demo_Well_4,0.11806,1.0,MECURY
Demo_Well_4,0.15095,0.3679,MECURY
Demo_Well_4,0.16215,0.3679,MECURY
Demo_Well_4,0.15037,0.3679,MECURY
Demo_Well_4,0.12457,0.3679,MECURY
Demo_Well_4,0.09134,0.43322,MECURY
Demo_Well_4,0.10155,0.39111,MECURY
Demo_Well_4,0.11986,0.39111,MECURY
Demo_Well_4,0.11279,0.41175,MECURY
Demo_Well_4,0.08782,0.46515,MECURY
Demo_Well_4,0.09244,0.45414,MECURY
Demo_Well_4,0.10876,0.41965,MECURY
Demo_Well_4,0.11193,0.39048,MECURY
Demo_Well_4,0.10952,0.39048,MECURY
Demo_Well_4,0.11752,0.39048,MECURY
Demo_Well_4,0.13069,0.37209,MECURY
Demo_Well_4,0.14238,0.37209,MECURY
Demo_Well_4,0.14813,0.37209,MECURY
Demo_Well_4,0.14916,0.36928,MECURY
Demo_Well_4,0.1455,0.36928,MECURY
Demo_Well_4,0.14339,0.36928,MECURY
Demo_Well_4,0.14733,0.36928,MECURY
Demo_Well_4,0.14852,0.36979,MECURY
Demo_Well_4,0.14526,0.36979,MECURY
Demo_Well_4,0.14293,0.36979,MECURY
Demo_Well_4,0.14206,0.36953,MECURY
Demo_Well_4,0.14664,0.36953,MECURY
Demo_Well_4,0.1463,0.36953,MECURY
Demo_Well_4,0.1506,0.36953,MECURY
Demo_Well_4,0.14626,0.38625,MECURY
Demo_Well_4,0.12202,0.38625,MECURY
Demo_Well_4,0.0895,0.38625,MECURY
Demo_Well_4,0.10384,0.38769,MECURY
Demo_Well_4,0.13583,0.38769,MECURY
Demo_Well_4,0.15346,0.38769,MECURY
Demo_Well_4,0.15856,0.36473,MECURY
Demo_Well_4,0.16268,0.36473,MECURY
Demo_Well_4,0.15392,0.36473,MECURY
Demo_Well_4,0.15173,0.36852,MECURY
Demo_Well_4,0.14886,0.36852,MECURY
Demo_Well_4,0.14875,0.36852,MECURY
Demo_Well_4,0.14535,0.37078,MECURY
Demo_Well_4,0.1451,0.37078,MECURY
Demo_Well_4,0.14417,0.37078,MECURY
Demo_Well_4,0.14663,0.37078,MECURY
Demo_Well_4,0.14555,0.37071,MECURY
Demo_Well_4,0.14699,0.37071,MECURY
Demo_Well_4,0.14469,0.37071,MECURY
Demo_Well_4,0.13908,0.3838,MECURY
Demo_Well_4,0.12723,0.3838,MECURY
Demo_Well_4,0.11747,0.3838,MECURY
Demo_Well_4,0.11232,0.3838,MECURY
Demo_Well_4,0.11568,0.38701,MECURY
Demo_Well_4,0.11962,0.38701,MECURY
Demo_Well_4,0.12473,0.38701,MECURY
Demo_Well_4,0.12383,0.38793,MECURY
Demo_Well_4,0.11817,0.38793,MECURY
Demo_Well_4,0.1153,0.38793,MECURY
Demo_Well_4,0.12018,0.38516,MECURY
Demo_Well_4,0.12551,0.38516,MECURY
Demo_Well_4,0.12575,0.38516,MECURY
Demo_Well_4,0.1203,0.38516,MECURY
Demo_Well_4,0.10018,0.46886,MECURY
Demo_Well_4,0.10439,1.0,MECURY
Demo_Well_4,0.12191,1.0,MECURY
Demo_Well_4,0.11402,0.42262,MECURY
Demo_Well_4,0.0891,0.42262,MECURY
Demo_Well_4,0.09654,1.0,MECURY
Demo_Well_4,0.12622,0.3801,MECURY
Demo_Well_4,0.14026,0.3801,MECURY
Demo_Well_4,0.13437,0.3801,MECURY
Demo_Well_4,0.12558,0.3801,MECURY
Demo_Well_4,0.12873,0.38022,MECURY
Demo_Well_4,0.13349,0.38022,MECURY
Demo_Well_4,0.1329,0.38022,MECURY
Demo_Well_4,0.1349,0.37991,MECURY
Demo_Well_4,0.1407,0.37991,MECURY
Demo_Well_4,0.13601,0.37991,MECURY
Demo_Well_4,0.11835,0.37991,MECURY
Demo_Well_4,0.11117,0.39156,MECURY
Demo_Well_4,0.11617,0.39156,MECURY
Demo_Well_4,0.12363,0.39156,MECURY
Demo_Well_4,0.12801,0.37892,MECURY
Demo_Well_4,0.13432,0.37892,MECURY
Demo_Well_4,0.14164,0.37892,MECURY
Demo_Well_4,0.13975,0.38534,MECURY
Demo_Well_4,0.13222,0.38534,MECURY
Demo_Well_4,0.11801,0.38534,MECURY
Demo_Well_4,0.11145,0.38534,MECURY
Demo_Well_4,0.11121,0.3867,MECURY
Demo_Well_4,0.12216,0.3867,MECURY
Demo_Well_4,0.13808,0.3867,MECURY
Demo_Well_4,0.14456,0.37897,MECURY
Demo_Well_4,0.14019,0.37897,MECURY
Demo_Well_4,0.13143,0.37897,MECURY
Demo_Well_4,0.12569,0.37897,MECURY
Demo_Well_4,0.12423,0.38953,MECURY
Demo_Well_4,0.12323,0.38953,MECURY
Demo_Well_4,0.11475,0.38953,MECURY
Demo_Well_4,0.10106,0.40386,MECURY
Demo_Well_4,0.10063,0.40386,MECURY
Demo_Well_4,0.11601,0.40386,MECURY
Demo_Well_4,0.13448,0.38065,MECURY
Demo_Well_4,0.13942,0.38065,MECURY
Demo_Well_4,0.13464,0.38065,MECURY
Demo_Well_4,0.12614,0.38065,MECURY
Demo_Well_4,0.12938,0.38446,MECURY
Demo_Well_4,0.12866,0.38446,MECURY
Demo_Well_4,0.12685,0.38446,MECURY
Demo_Well_4,0.1248,0.38415,MECURY
Demo_Well_4,0.12789,0.38415,MECURY
Demo_Well_4,0.13256,0.38415,MECURY
Demo_Well_4,0.13084,0.38415,MECURY
Demo_Well_4,0.12956,0.38438,MECURY
Demo_Well_4,0.12762,0.38438,MECURY
Demo_Well_4,0.12979,0.38438,MECURY
Demo_Well_4,0.12771,0.39758,MECURY
Demo_Well_4,0.12652,0.39758,MECURY
Demo_Well_4,0.11264,0.39758,MECURY
Demo_Well_4,0.086,0.47941,MECURY
Demo_Well_4,0.09623,1.0,MECURY
Demo_Well_4,0.10772,0.40239,MECURY
Demo_Well_4,0.12007,0.40239,MECURY
Demo_Well_4,0.12009,0.40239,MECURY
Demo_Well_4,0.10251,1.0,MECURY
Demo_Well_5,0.09209,0.39053,MECURY
Demo_Well_5,0.11267,0.39053,MECURY
Demo_Well_5,0.14185,0.39053,MECURY
Demo_Well_5,0.16762,0.35584,MECURY
Demo_Well_5,0.1716,0.35584,MECURY
Demo_Well_5,0.17583,0.35584,MECURY
Demo_Well_5,0.1827,0.35584,MECURY
Demo_Well_5,0.17992,0.36654,MECURY
Demo_Well_5,0.15564,0.36654,MECURY
Demo_Well_5,0.12978,0.36654,MECURY
Demo_Well_5,0.115,0.36654,MECURY
Demo_Well_5,0.11888,0.36678,MECURY
Demo_Well_5,0.14047,0.36678,MECURY
Demo_Well_5,0.15817,0.36678,MECURY
Demo_Well_5,0.16171,0.36678,MECURY
Demo_Well_5,0.16322,0.35832,MECURY
Demo_Well_5,0.16564,0.35832,MECURY
Demo_Well_5,0.16874,0.35832,MECURY
Demo_Well_5,0.17118,0.35832,MECURY
Demo_Well_5,0.1711,0.35989,MECURY
Demo_Well_5,0.16872,0.35989,MECURY
Demo_Well_5,0.15879,0.35989,MECURY
Demo_Well_5,0.15253,0.35989,MECURY
Demo_Well_5,0.14999,0.36834,MECURY
Demo_Well_5,0.14673,0.36834,MECURY
Demo_Well_5,0.13978,0.36834,MECURY
Demo_Well_5,0.13237,0.36834,MECURY
Demo_Well_5,0.12779,0.36901,MECURY
Demo_Well_5,0.13065,0.36901,MECURY
Demo_Well_5,0.14639,0.36901,MECURY
Demo_Well_5,0.15949,0.36901,MECURY
Demo_Well_5,0.1693,0.35671,MECURY
Demo_Well_5,0.17364,0.35671,MECURY
Demo_Well_5,0.17492,0.35671,MECURY
Demo_Well_5,0.17658,0.35671,MECURY
Demo_Well_5,0.17859,0.3554,MECURY
Demo_Well_5,0.17873,0.3554,MECURY
Demo_Well_5,0.17838,0.3554,MECURY
Demo_Well_5,0.17832,0.3554,MECURY
Demo_Well_5,0.17897,0.3555,MECURY
Demo_Well_5,0.17891,0.3555,MECURY
Demo_Well_5,0.17843,0.3555,MECURY
Demo_Well_5,0.17743,0.3555,MECURY
Demo_Well_5,0.17635,0.35732,MECURY
Demo_Well_5,0.1737,0.35732,MECURY
Demo_Well_5,0.17044,0.35732,MECURY
Demo_Well_5,0.16963,0.35732,MECURY
Demo_Well_5,0.16959,0.35831,MECURY
Demo_Well_5,0.16997,0.35831,MECURY
Demo_Well_5,0.16994,0.35831,MECURY
Demo_Well_5,0.16904,0.35831,MECURY
Demo_Well_5,0.16969,0.35858,MECURY
Demo_Well_5,0.16935,0.35858,MECURY
Demo_Well_5,0.16855,0.35858,MECURY
Demo_Well_5,0.16876,0.35858,MECURY
Demo_Well_5,0.16854,0.359,MECURY
Demo_Well_5,0.16788,0.359,MECURY
Demo_Well_5,0.16796,0.359,MECURY
Demo_Well_5,0.16808,0.359,MECURY
Demo_Well_5,0.16849,0.3589,MECURY
Demo_Well_5,0.16819,0.3589,MECURY
Demo_Well_5,0.16836,0.3589,MECURY
Demo_Well_5,0.16986,0.3589,MECURY
Demo_Well_5,0.17238,0.35865,MECURY
Demo_Well_5,0.17117,0.35865,MECURY
Demo_Well_5,0.16898,0.35865,MECURY
Demo_Well_5,0.16671,0.35865,MECURY
Demo_Well_5,0.16406,0.3616,MECURY
Demo_Well_5,0.16094,0.3616,MECURY
Demo_Well_5,0.15923,0.3616,MECURY
Demo_Well_5,0.16158,0.3616,MECURY
Demo_Well_5,0.16422,0.36,MECURY
Demo_Well_5,0.1663,0.36,MECURY
Demo_Well_5,0.16631,0.36,MECURY
Demo_Well_5,0.16848,0.36,MECURY
Demo_Well_5,0.17051,0.35855,MECURY
Demo_Well_5,0.17148,0.35855,MECURY
Demo_Well_5,0.17124,0.35855,MECURY
Demo_Well_5,0.17101,0.35855,MECURY
Demo_Well_5,0.16981,0.35968,MECURY
Demo_Well_5,0.1687,0.35968,MECURY
Demo_Well_5,0.1669,0.35968,MECURY
Demo_Well_5,0.16625,0.35968,MECURY
Demo_Well_5,0.16221,0.36377,MECURY
Demo_Well_5,0.15787,0.36377,MECURY
Demo_Well_5,0.15732,0.36377,MECURY
Demo_Well_5,0.15012,0.36377,MECURY
Demo_Well_5,0.14206,0.37508,MECURY
Demo_Well_5,0.12887,0.37508,MECURY
Demo_Well_5,0.12765,0.37508,MECURY
Demo_Well_5,0.13516,0.37508,MECURY
Demo_Well_5,0.14577,0.36785,MECURY
Demo_Well_5,0.14713,0.36785,MECURY
Demo_Well_5,0.14696,0.36785,MECURY
Demo_Well_5,0.15125,0.36785,MECURY
Demo_Well_5,0.15002,0.36699,MECURY
Demo_Well_5,0.15239,0.36699,MECURY
Demo_Well_5,0.15224,0.36699,MECURY
Demo_Well_5,0.14525,0.36699,MECURY
Demo_Well_5,0.12762,0.45252,MECURY
Demo_Well_5,0.08885,0.45252,MECURY
Demo_Well_5,0.09264,0.3767,MECURY
Demo_Well_5,0.12743,0.3767,MECURY
Demo_Well_5,0.14946,0.3767,MECURY
Demo_Well_5,0.15833,0.3767,MECURY
Demo_Well_5,0.15878,0.36367,MECURY
Demo_Well_5,0.15816,0.36367,MECURY
Demo_Well_5,0.15916,0.36367,MECURY
Demo_Well_5,0.16085,0.36367,MECURY
Demo_Well_5,0.16208,0.36288,MECURY
Demo_Well_5,0.16223,0.36288,MECURY
Demo_Well_5,0.16151,0.36288,MECURY
Demo_Well_5,0.16067,0.36288,MECURY
Demo_Well_5,0.16022,0.36208,MECURY
Demo_Well_5,0.16337,0.36208,MECURY
Demo_Well_5,0.16581,0.36208,MECURY
Demo_Well_5,0.16707,0.36208,MECURY
Demo_Well_5,0.16599,0.36499,MECURY
Demo_Well_5,0.15899,0.36499,MECURY
Demo_Well_5,0.15152,0.36499,MECURY
Demo_Well_5,0.15075,0.36499,MECURY
Demo_Well_5,0.15221,0.3636,MECURY
Demo_Well_5,0.15898,0.3636,MECURY
Demo_Well_5,0.16303,0.3636,MECURY
Demo_Well_5,0.16842,0.3636,MECURY
Demo_Well_5,0.17005,0.36033,MECURY
Demo_Well_5,0.17011,0.36033,MECURY
Demo_Well_5,0.17068,0.36033,MECURY
Demo_Well_5,0.16978,0.36033,MECURY
Demo_Well_5,0.17007,0.36012,MECURY
Demo_Well_5,0.17116,0.36012,MECURY
Demo_Well_5,0.17157,0.36012,MECURY
Demo_Well_5,0.17175,0.36012,MECURY
Demo_Well_5,0.17233,0.36001,MECURY
Demo_Well_5,0.17367,0.36001,MECURY
Demo_Well_5,0.17203,0.36001,MECURY
Demo_Well_5,0.16928,0.36001,MECURY
Demo_Well_5,0.16619,0.362,MECURY
Demo_Well_5,0.1661,0.362,MECURY
Demo_Well_5,0.16676,0.362,MECURY
Demo_Well_5,0.16619,0.36219,MECURY
Demo_Well_5,0.16607,0.36394,MECURY
Demo_Well_5,0.16094,0.36394,MECURY
Demo_Well_5,0.1594,0.36394,MECURY
Demo_Well_5,0.16115,0.36394,MECURY
Demo_Well_5,0.16433,0.363,MECURY
Demo_Well_5,0.1674,0.363,MECURY
Demo_Well_5,0.16453,0.363,MECURY
Demo_Well_5,0.16266,0.363,MECURY
Demo_Well_5,0.15761,0.36658,MECURY
Demo_Well_5,0.15512,0.36658,MECURY
Demo_Well_5,0.15395,0.36658,MECURY
Demo_Well_5,0.15698,0.36658,MECURY
Demo_Well_5,0.1547,0.36804,MECURY
Demo_Well_5,0.15721,0.36804,MECURY
Demo_Well_5,0.15068,0.36804,MECURY
Demo_Well_5,0.14882,0.36804,MECURY
Demo_Well_5,0.14214,0.37195,MECURY
Demo_Well_5,0.14236,0.37195,MECURY
Demo_Well_5,0.14609,0.37195,MECURY
Demo_Well_5,0.14883,0.37195,MECURY
Demo_Well_5,0.14807,0.36877,MECURY
Demo_Well_5,0.15243,0.36877,MECURY
Demo_Well_5,0.15237,0.36877,MECURY
Demo_Well_5,0.15446,0.36877,MECURY
Demo_Well_5,0.15575,0.36697,MECURY
Demo_Well_5,0.15409,0.36697,MECURY
Demo_Well_5,0.15784,0.36697,MECURY
Demo_Well_5,0.15738,0.36697,MECURY
Demo_Well_5,0.16118,0.36422,MECURY
Demo_Well_5,0.16393,0.36422,MECURY
Demo_Well_5,0.16448,0.36422,MECURY
Demo_Well_5,0.1643,0.36422,MECURY
Demo_Well_5,0.16296,0.36545,MECURY
Demo_Well_5,0.16058,0.36545,MECURY
Demo_Well_5,0.15999,0.36545,MECURY
Demo_Well_5,0.15897,0.36545,MECURY
Demo_Well_5,0.16171,0.36364,MECURY
Demo_Well_5,0.1652,0.36364,MECURY
Demo_Well_5,0.16805,0.36364,MECURY
Demo_Well_5,0.16783,0.36364,MECURY
Demo_Well_5,0.17136,0.36158,MECURY
Demo_Well_5,0.17104,0.36158,MECURY
Demo_Well_5,0.17239,0.36158,MECURY
Demo_Well_5,0.17258,0.36158,MECURY
Demo_Well_5,0.17378,0.36221,MECURY
Demo_Well_5,0.16737,0.36221,MECURY
Demo_Well_5,0.17033,0.36221,MECURY
Demo_Well_5,0.17004,0.36221,MECURY
Demo_Well_5,0.176,0.35915,MECURY
Demo_Well_5,0.18136,0.35915,MECURY
Demo_Well_5,0.18314,0.35915,MECURY
Demo_Well_5,0.18003,0.35915,MECURY
Demo_Well_5,0.17324,0.36381,MECURY
Demo_Well_5,0.16652,0.36381,MECURY
Demo_Well_5,0.16618,0.36381,MECURY
Demo_Well_5,0.16061,0.36381,MECURY
Demo_Well_5,0.15939,0.36632,MECURY
Demo_Well_5,0.15892,0.36632,MECURY
Demo_Well_5,0.16043,0.36632,MECURY
Demo_Well_5,0.16327,0.36632,MECURY
Demo_Well_5,0.16528,0.36466,MECURY
Demo_Well_5,0.16556,0.36466,MECURY
Demo_Well_5,0.16467,0.36466,MECURY
Demo_Well_5,0.16483,0.36466,MECURY
Demo_Well_5,0.1657,0.36533,MECURY
Demo_Well_5,0.16442,0.36533,MECURY
Demo_Well_5,0.1621,0.36533,MECURY
Demo_Well_5,0.16247,0.36533,MECURY
Demo_Well_5,0.15669,0.36941,MECURY
Demo_Well_5,0.15239,0.36941,MECURY
Demo_Well_5,0.15094,0.36941,MECURY
Demo_Well_5,0.15704,0.36941,MECURY
Demo_Well_5,0.16073,0.36788,MECURY
Demo_Well_5,0.15647,0.36788,MECURY
Demo_Well_5,0.15653,0.36788,MECURY
Demo_Well_5,0.15874,0.36788,MECURY
Demo_Well_5,0.16192,0.36607,MECURY
Demo_Well_5,0.16265,0.36607,MECURY
Demo_Well_5,0.16221,0.36607,MECURY
Demo_Well_5,0.16466,0.36607,MECURY
Demo_Well_5,0.16372,0.36648,MECURY
Demo_Well_5,0.1618,0.36648,MECURY
Demo_Well_5,0.16095,0.36648,MECURY
Demo_Well_5,0.16226,0.36648,MECURY
Demo_Well_5,0.16243,0.36569,MECURY
Demo_Well_5,0.16333,0.36569,MECURY
Demo_Well_5,0.16568,0.36569,MECURY
Demo_Well_5,0.16672,0.36569,MECURY
Demo_Well_5,0.16637,0.36535,MECURY
Demo_Well_5,0.16647,0.36535,MECURY
Demo_Well_5,0.16606,0.36535,MECURY
Demo_Well_5,0.1642,0.36535,MECURY
Demo_Well_5,0.1619,0.36661,MECURY
Demo_Well_5,0.1632,0.36661,MECURY
Demo_Well_5,0.16488,0.36661,MECURY
Demo_Well_5,0.16185,0.36661,MECURY
Demo_Well_5,0.15677,0.36982,MECURY
Demo_Well_5,0.15567,0.36982,MECURY
Demo_Well_5,0.15522,0.36982,MECURY
Demo_Well_5,0.15533,0.36982,MECURY
Demo_Well_5,0.15739,0.3721,MECURY
Demo_Well_5,0.15587,0.3721,MECURY
Demo_Well_5,0.15037,0.3721,MECURY
Demo_Well_5,0.14118,0.3721,MECURY
Demo_Well_5,0.13328,0.39876,MECURY
Demo_Well_5,0.12408,0.39876,MECURY
Demo_Well_5,0.10946,0.39876,MECURY
Demo_Well_5,0.10837,0.38738,MECURY
Demo_Well_5,0.12691,0.38738,MECURY
Demo_Well_5,0.13448,0.38738,MECURY
Demo_Well_5,0.13729,0.38738,MECURY
Demo_Well_5,0.13879,0.37795,MECURY
Demo_Well_5,0.14053,0.37795,MECURY
Demo_Well_5,0.14212,0.37795,MECURY
Demo_Well_5,0.14434,0.37795,MECURY
Demo_Well_5,0.14502,0.37569,MECURY
Demo_Well_5,0.14462,0.37569,MECURY
Demo_Well_5,0.14556,0.37569,MECURY
Demo_Well_5,0.14816,0.37569,MECURY
Demo_Well_5,0.14932,0.37567,MECURY
Demo_Well_5,0.14688,0.37567,MECURY
Demo_Well_5,0.14479,0.37567,MECURY
Demo_Well_5,0.14394,0.37567,MECURY
Demo_Well_5,0.14149,0.38475,MECURY
Demo_Well_5,0.13857,0.38475,MECURY
Demo_Well_5,0.13058,0.38475,MECURY
Demo_Well_5,0.11582,0.38475,MECURY
Demo_Well_5,0.09068,1.0,MECURY
Demo_Well_5,0.10321,1.0,MECURY
Demo_Well_5,0.11868,0.398,MECURY
Demo_Well_5,0.11517,0.398,MECURY
Demo_Well_5,0.1125,0.398,MECURY
Demo_Well_5,0.11689,0.398,MECURY
Demo_Well_5,0.11499,0.39849,MECURY
Demo_Well_5,0.10699,0.39849,MECURY
Demo_Well_5,0.11287,0.39849,MECURY
Demo_Well_5,0.12742,0.39849,MECURY
Demo_Well_5,0.14056,0.37686,MECURY
Demo_Well_5,0.14745,0.37686,MECURY
Demo_Well_5,0.14819,0.37686,MECURY
Demo_Well_5,0.14676,0.37686,MECURY
Demo_Well_5,0.14368,0.38327,MECURY
Demo_Well_5,0.13727,0.38327,MECURY
Demo_Well_5,0.13168,0.38327,MECURY
Demo_Well_5,0.12892,0.38327,MECURY
Demo_Well_5,0.12512,0.39991,MECURY
Demo_Well_5,0.12099,0.39991,MECURY
Demo_Well_5,0.11485,0.39991,MECURY
Demo_Well_5,0.09873,0.39991,MECURY
Demo_Well_5,0.08867,1.0,MECURY
Demo_Well_5,0.10587,1.0,MECURY
Demo_Well_5,0.1308,0.38024,MECURY
Demo_Well_5,0.14404,0.38024,MECURY
Demo_Well_5,0.14536,0.38024,MECURY
Demo_Well_5,0.14882,0.38024,MECURY
Demo_Well_5,0.15217,0.37446,MECURY
Demo_Well_5,0.15241,0.37446,MECURY
Demo_Well_5,0.15278,0.37446,MECURY
Demo_Well_5,0.15549,0.37446,MECURY
Demo_Well_5,0.15802,0.37525,MECURY
Demo_Well_5,0.15716,0.37525,MECURY
Demo_Well_5,0.15167,0.37525,MECURY
Demo_Well_5,0.14129,0.37525,MECURY
Demo_Well_5,0.12493,0.41172,MECURY
Demo_Well_5,0.10483,0.41172,MECURY
Demo_Well_5,0.08896,0.41172,MECURY
Demo_Well_5,0.09117,0.41473,MECURY
Demo_Well_5,0.10083,0.41473,MECURY
Demo_Well_5,0.10621,0.41473,MECURY
Demo_Well_5,0.11814,0.41473,MECURY
Demo_Well_5,0.133,0.39708,MECURY
Demo_Well_5,0.13698,0.39708,MECURY
Demo_Well_5,0.11819,0.39708,MECURY
Demo_Well_5,0.09524,0.39708,MECURY
Demo_Well_1,0.16317,0.31065,URANUS
Demo_Well_1,0.18297,0.29405,URANUS
Demo_Well_1,0.19028,0.26155,URANUS
Demo_Well_1,0.1907,0.24223,URANUS
Demo_Well_1,0.1896,0.20619,URANUS
Demo_Well_1,0.18848,0.17591,URANUS
Demo_Well_1,0.18827,0.14985,URANUS
Demo_Well_1,0.1913,0.14504,URANUS
Demo_Well_1,0.19456,0.15859,URANUS
Demo_Well_1,0.19519,0.1803,URANUS
Demo_Well_1,0.1943,0.20163,URANUS
Demo_Well_1,0.19177,0.2033,URANUS
Demo_Well_1,0.18724,0.18754,URANUS
Demo_Well_1,0.185,0.18475,URANUS
Demo_Well_1,0.18726,0.20826,URANUS
Demo_Well_1,0.18846,0.23353,URANUS
Demo_Well_1,0.18071,0.24641,URANUS
Demo_Well_1,0.16725,0.27215,URANUS
Demo_Well_1,0.16074,0.32117,URANUS
Demo_Well_1,0.16033,0.37279,URANUS
Demo_Well_1,0.15898,0.42445,URANUS
Demo_Well_1,0.14681,0.49616,URANUS
Demo_Well_1,0.13432,0.27151,URANUS
Demo_Well_1,0.14891,0.28386,URANUS
Demo_Well_1,0.16229,0.30219,URANUS
Demo_Well_1,0.17207,0.31247,URANUS
Demo_Well_1,0.17614,0.32239,URANUS
Demo_Well_1,0.17743,0.34881,URANUS
Demo_Well_1,0.17878,0.38445,URANUS
Demo_Well_1,0.1737,0.40515,URANUS
Demo_Well_1,0.16184,0.38594,URANUS
Demo_Well_1,0.15652,0.35546,URANUS
Demo_Well_1,0.16432,0.36097,URANUS
Demo_Well_1,0.17992,0.3768,URANUS
Demo_Well_1,0.18776,0.42116,URANUS
Demo_Well_1,0.17645,0.49784,URANUS
Demo_Well_1,0.15121,0.5504,URANUS
Demo_Well_2,0.1997,0.37102,URANUS
Demo_Well_2,0.19842,0.33775,URANUS
Demo_Well_2,0.20021,0.3604,URANUS
Demo_Well_2,0.1986,0.38104,URANUS
Demo_Well_2,0.19907,0.35417,URANUS
Demo_Well_2,0.19389,0.35147,URANUS
Demo_Well_2,0.1929,0.35379,URANUS
Demo_Well_2,0.19116,0.37061,URANUS
Demo_Well_2,0.19542,0.37563,URANUS
Demo_Well_2,0.1911,0.40636,URANUS
Demo_Well_2,0.18965,0.41169,URANUS
Demo_Well_2,0.19222,0.39085,URANUS
Demo_Well_2,0.1925,0.39707,URANUS
Demo_Well_2,0.18895,0.41385,URANUS
Demo_Well_2,0.18478,0.42627,URANUS
Demo_Well_2,0.19136,0.40547,URANUS
Demo_Well_2,0.19534,0.37641,URANUS
Demo_Well_2,0.19969,0.34289,URANUS
Demo_Well_2,0.1991,0.3468,URANUS
Demo_Well_2,0.19638,0.33619,URANUS
Demo_Well_2,0.18785,0.35641,URANUS
Demo_Well_2,0.19141,0.34491,URANUS
Demo_Well_2,0.19152,0.33709,URANUS
Demo_Well_2,0.19539,0.33439,URANUS
Demo_Well_2,0.19102,0.3474,URANUS
Demo_Well_2,0.1881,0.36988,URANUS
Demo_Well_2,0.18826,0.39264,URANUS
Demo_Well_2,0.19408,0.40137,URANUS
Demo_Well_2,0.19005,0.43145,URANUS
Demo_Well_2,0.1837,0.46503,URANUS
Demo_Well_2,0.1813,0.49071,URANUS
Demo_Well_2,0.18732,0.46988,URANUS
Demo_Well_2,0.19512,0.43104,URANUS
Demo_Well_2,0.1925,0.4454,URANUS
Demo_Well_2,0.19113,0.45939,URANUS
Demo_Well_2,0.19381,0.46005,URANUS
Demo_Well_2,0.19344,0.45381,URANUS
Demo_Well_2,0.19301,0.45702,URANUS
Demo_Well_2,0.19304,0.46363,URANUS
Demo_Well_2,0.18752,0.46119,URANUS
Demo_Well_2,0.18361,0.46609,URANUS
Demo_Well_2,0.1772,0.47907,URANUS
